Date Time,p (mbar)
99391.0,985.55
99392.0,985.44
99455.0,982.52
99456.0,982.44
99519.0,977.65
99520.0,977.39
99583.0,971.34
99584.0,971.32
99647.0,970.83
99648.0,970.88
99711.0,973.7
99712.0,973.65
99775.0,972.41
99776.0,972.38
99839.0,975.97
99840.0,976.09
99903.0,978.12
99904.0,978.19
99967.0,978.44
99968.0,978.35
100031.0,975.86
100032.0,975.83
100095.0,973.83
100096.0,973.78
100159.0,976.42
100160.0,976.48
100223.0,978.69
100224.0,978.75
100287.0,980.13
100288.0,980.11
100351.0,980.79
100352.0,980.78
100415.0,980.63
100416.0,980.68
100479.0,980.22
100480.0,980.13
100543.0,976.7
100544.0,976.72
100607.0,980.46
100608.0,980.53
100671.0,986.4
100672.0,986.42
100735.0,988.01
100736.0,987.91
100799.0,985.78
100800.0,985.71
100863.0,981.38
100864.0,981.08
100927.0,977.66
100928.0,977.71
100991.0,979.95
100992.0,980.04
101055.0,982.0
101056.0,982.12
101119.0,982.7
101120.0,982.85
101183.0,983.61
101184.0,983.79
101247.0,989.34
101248.0,989.4
101311.0,991.96
101312.0,991.88
101375.0,987.92
101376.0,987.72
101439.0,979.96
101440.0,979.89
101503.0,976.26
101504.0,976.23
101567.0,975.83
101568.0,975.84
101631.0,975.35
101632.0,975.24
101695.0,975.5
101696.0,975.5
101759.0,978.32
101760.0,978.26
101823.0,978.67
101824.0,978.52
101887.0,975.74
101888.0,975.74
101951.0,979.48
101952.0,979.75
102015.0,988.4
102016.0,988.36
102079.0,992.77
102080.0,992.81
102143.0,998.59
102144.0,998.7
102207.0,998.93
102208.0,998.82
102271.0,987.1
102272.0,987.02
102335.0,984.7
102336.0,984.66
102399.0,980.62
102400.0,980.65
102463.0,984.55
102464.0,984.58
102527.0,991.53
102528.0,991.63
102591.0,995.03
102592.0,994.98
102655.0,993.14
102656.0,993.19
102719.0,995.27
102720.0,995.35
102783.0,997.26
102784.0,997.29
102847.0,994.71
102848.0,994.66
102911.0,994.26
102912.0,994.35
102975.0,992.07
102976.0,992.06
103039.0,980.88
103040.0,980.64
103103.0,968.08
103104.0,967.9
103167.0,965.91
103168.0,965.92
103231.0,971.34
103232.0,971.44
103295.0,973.9
103296.0,973.99
103359.0,976.35
103360.0,976.46
103423.0,972.75
103424.0,972.49
103487.0,971.56
103488.0,971.49
103551.0,963.04
103552.0,963.15
103615.0,976.96
103616.0,976.92
103679.0,982.17
103680.0,982.24
103743.0,978.8
103744.0,978.79
103807.0,980.79
103808.0,980.78
103871.0,978.34
103872.0,978.44
103935.0,977.02
103936.0,977.0
103999.0,973.51
104000.0,973.51
104063.0,973.12
104064.0,973.02
104127.0,973.21
104128.0,973.27
104191.0,974.51
104192.0,974.55
104255.0,981.33
104256.0,981.48
104319.0,989.48
104320.0,989.64
104383.0,995.88
104384.0,995.89
104447.0,997.36
104448.0,997.39
104511.0,996.62
104512.0,996.61
104575.0,994.4
104576.0,994.48
104639.0,994.83
104640.0,994.78
104703.0,993.39
104704.0,993.35
104767.0,995.95
104768.0,995.94
104831.0,998.71
104832.0,998.66
104895.0,999.19
104896.0,999.19
104959.0,999.08
104960.0,999.07
105023.0,998.94
105024.0,998.94
105087.0,997.08
105088.0,997.12
105151.0,995.28
105152.0,995.27
105215.0,996.0
105216.0,996.09
105279.0,992.96
105280.0,992.82
105343.0,988.39
105344.0,988.27
105407.0,990.08
105408.0,990.12
105471.0,991.73
105472.0,991.74
105535.0,993.05
105536.0,993.06
105599.0,994.04
105600.0,994.12
105663.0,994.75
105664.0,994.65
105727.0,992.87
105728.0,992.75
105791.0,991.21
105792.0,991.3
105855.0,989.78
105856.0,989.74
105919.0,986.83
105920.0,986.81
105983.0,981.17
105984.0,981.05
106047.0,975.65
106048.0,975.74
106111.0,974.17
106112.0,974.27
106175.0,983.22
106176.0,983.41
106239.0,982.39
106240.0,982.45
106303.0,982.2
106304.0,982.14
106367.0,981.91
106368.0,981.87
106431.0,982.23
106432.0,982.23
106495.0,984.44
106496.0,984.53
106559.0,992.15
106560.0,992.18
106623.0,996.99
106624.0,997.07
106687.0,993.55
106688.0,993.47
106751.0,985.88
106752.0,985.79
106815.0,982.13
106816.0,982.28
106879.0,986.5
106880.0,986.56
106943.0,989.48
106944.0,989.42
107007.0,982.85
107008.0,982.84
107071.0,983.34
107072.0,983.31
107135.0,985.28
107136.0,985.29
107199.0,986.69
107200.0,986.73
107263.0,986.13
107264.0,986.16
107327.0,993.26
107328.0,993.42
107391.0,997.51
107392.0,997.53
107455.0,997.87
107456.0,997.96
107519.0,999.0
107520.0,999.03
107583.0,998.46
107584.0,998.52
107647.0,996.33
107648.0,996.26
107711.0,996.14
107712.0,996.23
107775.0,996.72
107776.0,996.64
107839.0,994.78
107840.0,994.72
107903.0,998.5
107904.0,998.57
107967.0,998.6
107968.0,998.56
108031.0,997.69
108032.0,997.68
108095.0,1000.7
108096.0,1000.77
108159.0,1004.48
108160.0,1004.48
108223.0,1005.2
108224.0,1005.16
108287.0,1005.2
108288.0,1005.22
108351.0,1003.62
108352.0,1003.74
108415.0,1001.16
108416.0,1001.16
108479.0,997.36
108480.0,997.3
108543.0,996.4
108544.0,996.44
108607.0,994.43
108608.0,994.41
108671.0,993.27
108672.0,993.2
108735.0,988.83
108736.0,988.82
108799.0,978.85
108800.0,978.75
108863.0,978.31
108864.0,978.35
108927.0,981.66
108928.0,981.76
108991.0,985.87
108992.0,985.94
109055.0,991.44
109056.0,991.53
109119.0,994.87
109120.0,994.98
109183.0,997.22
109184.0,997.16
109247.0,997.23
109248.0,997.23
109311.0,995.92
109312.0,995.88
109375.0,993.18
109376.0,993.07
109439.0,993.15
109440.0,993.21
109503.0,994.79
109504.0,994.81
109567.0,995.92
109568.0,995.99
109631.0,996.7
109632.0,996.85
109695.0,998.33
109696.0,998.45
109759.0,998.34
109760.0,998.33
109823.0,995.86
109824.0,995.97
109887.0,999.96
109888.0,999.93
109951.0,1001.68
109952.0,1001.44
110015.0,999.1
110016.0,999.08
110079.0,998.08
110080.0,998.09
110143.0,999.6
110144.0,999.51
110207.0,994.16
110208.0,994.28
110271.0,991.84
110272.0,991.86
110335.0,990.36
110336.0,990.37
110399.0,993.19
110400.0,993.29
110463.0,994.38
110464.0,994.38
110527.0,995.46
110528.0,995.47
110591.0,995.63
110592.0,995.74
110655.0,994.63
110656.0,994.37
110719.0,988.12
110720.0,988.12
110783.0,992.05
110784.0,992.28
110847.0,996.88
110848.0,996.74
110911.0,997.53
110912.0,997.53
110975.0,996.42
110976.0,996.45
111039.0,995.75
111040.0,995.66
111103.0,990.24
111104.0,989.99
111167.0,985.76
111168.0,985.63
111231.0,983.1
111232.0,983.08
111295.0,985.2
111296.0,985.43
111359.0,993.77
111360.0,993.8
111423.0,991.45
111424.0,991.44
111487.0,986.5
111488.0,986.42
111551.0,984.82
111552.0,984.82
111615.0,984.67
111616.0,984.66
111679.0,983.84
111680.0,983.75
111743.0,980.89
111744.0,980.89
111807.0,977.77
111808.0,977.65
111871.0,975.49
111872.0,975.42
111935.0,976.35
111936.0,976.34
111999.0,975.81
112000.0,975.86
112063.0,976.1
112064.0,976.1
112127.0,980.0
112128.0,980.04
112191.0,984.58
112192.0,984.62
112255.0,988.61
112256.0,988.62
112319.0,991.2
112320.0,991.2
112383.0,992.44
112384.0,992.44
112447.0,993.42
112448.0,993.4
112511.0,993.51
112512.0,993.54
112575.0,994.17
112576.0,994.27
112639.0,994.75
112640.0,994.76
112703.0,993.06
112704.0,993.09
112767.0,992.08
112768.0,992.02
112831.0,993.3
112832.0,993.3
112895.0,997.98
112896.0,998.06
112959.0,1001.14
112960.0,1001.15
113023.0,999.87
113024.0,999.84
113087.0,999.19
113088.0,999.19
113151.0,1000.42
113152.0,1000.47
113215.0,1002.72
113216.0,1002.77
113279.0,1002.17
113280.0,1002.07
113343.0,999.55
113344.0,999.33
113407.0,991.12
113408.0,990.93
113471.0,985.18
113472.0,985.23
113535.0,984.96
113536.0,984.99
113599.0,990.14
113600.0,990.18
113663.0,996.78
113664.0,996.94
113727.0,999.58
113728.0,999.68
113791.0,1003.73
113792.0,1003.77
113855.0,1006.27
113856.0,1006.35
113919.0,1008.12
113920.0,1008.09
113983.0,1005.75
113984.0,1005.65
114047.0,1004.8
114048.0,1004.83
114111.0,1004.41
114112.0,1004.36
114175.0,1004.62
114176.0,1004.64
114239.0,1005.34
114240.0,1005.36
114303.0,1001.28
114304.0,1001.38
114367.0,998.53
114368.0,998.52
114431.0,995.05
114432.0,995.06
114495.0,997.29
114496.0,997.27
114559.0,1000.55
114560.0,1000.54
114623.0,1006.22
114624.0,1006.37
114687.0,1009.5
114688.0,1009.5
114751.0,1006.87
114752.0,1006.77
114815.0,1002.39
114816.0,1002.39
114879.0,995.59
114880.0,995.56
114943.0,991.84
114944.0,991.77
115007.0,986.17
115008.0,986.25
115071.0,989.08
115072.0,989.07
115135.0,986.84
115136.0,986.63
115199.0,985.65
115200.0,985.54
115263.0,988.95
115264.0,988.98
115327.0,990.34
115328.0,990.39
115391.0,988.16
115392.0,988.12
115455.0,980.76
115456.0,980.71
115519.0,980.77
115520.0,980.8
115583.0,979.29
115584.0,979.29
115647.0,983.05
115648.0,983.19
115711.0,988.86
115712.0,988.87
115775.0,992.11
115776.0,992.2
115839.0,992.21
115840.0,992.09
115903.0,991.56
115904.0,991.51
115967.0,987.78
115968.0,987.86
116031.0,981.98
116032.0,981.9
116095.0,977.34
116096.0,977.39
116159.0,979.42
116160.0,979.5
116223.0,985.67
116224.0,985.71
116287.0,993.33
116288.0,993.36
116351.0,997.47
116352.0,997.52
116415.0,1003.86
116416.0,1003.88
116479.0,1006.31
116480.0,1006.32
116543.0,1007.14
116544.0,1007.16
116607.0,1006.13
116608.0,1006.29
116671.0,1008.14
116672.0,1008.22
116735.0,1007.2
116736.0,1007.19
116799.0,1008.58
116800.0,1008.53
116863.0,1008.79
116864.0,1008.64
116927.0,1009.99
116928.0,1009.95
116991.0,1011.47
116992.0,1011.34
117055.0,1009.87
117056.0,1009.86
117119.0,1008.87
117120.0,1008.89
117183.0,1002.78
117184.0,1002.74
117247.0,996.49
117248.0,996.4
117311.0,987.86
117312.0,987.73
117375.0,986.31
117376.0,986.23
117439.0,988.62
117440.0,988.64
117503.0,991.07
117504.0,991.08
117567.0,989.24
117568.0,989.13
117631.0,985.67
117632.0,985.61
117695.0,986.22
117696.0,986.3
117759.0,987.34
117760.0,987.57
117823.0,990.05
117824.0,990.11
117887.0,986.55
117888.0,986.52
117951.0,987.57
117952.0,987.52
118015.0,987.46
118016.0,987.45
118079.0,989.29
118080.0,989.37
118143.0,990.24
118144.0,990.18
118207.0,989.91
118208.0,990.05
118271.0,994.37
118272.0,994.5
118335.0,995.51
118336.0,995.59
118399.0,994.82
118400.0,994.79
118463.0,988.74
118464.0,988.75
118527.0,986.59
118528.0,986.58
118591.0,983.35
118592.0,983.3
118655.0,985.04
118656.0,984.97
118719.0,992.65
118720.0,992.87
118783.0,996.45
118784.0,996.56
118847.0,999.0
118848.0,999.09
118911.0,997.75
118912.0,997.99
118975.0,999.06
118976.0,998.95
119039.0,998.68
119040.0,998.66
119103.0,997.22
119104.0,997.05
119167.0,992.22
119168.0,992.24
119231.0,996.62
119232.0,996.49
119295.0,995.96
119296.0,996.0
119359.0,991.37
119360.0,991.44
119423.0,994.95
119424.0,995.06
119487.0,995.24
119488.0,995.34
119551.0,997.35
119552.0,997.35
119615.0,996.82
119616.0,996.83
119679.0,997.22
119680.0,997.22
119743.0,992.2
119744.0,992.07
119807.0,986.71
119808.0,986.67
119871.0,988.57
119872.0,988.9
119935.0,993.35
119936.0,993.31
119999.0,989.35
120000.0,989.23
120063.0,989.48
120064.0,989.57
120127.0,990.73
120128.0,990.79
120191.0,990.4
120192.0,990.44
120255.0,992.9
120256.0,992.93
120319.0,994.58
120320.0,994.56
120383.0,995.35
120384.0,995.35
120447.0,996.36
120448.0,996.35
120511.0,996.54
120512.0,996.5
120575.0,998.43
120576.0,998.5
120639.0,997.48
120640.0,997.51
120703.0,997.99
120704.0,997.97
120767.0,992.84
120768.0,992.73
120831.0,992.44
120832.0,992.43
120895.0,990.68
120896.0,990.52
120959.0,990.85
120960.0,990.84
121023.0,990.85
121024.0,990.77
121087.0,989.85
121088.0,989.86
121151.0,991.07
121152.0,991.09
121215.0,988.21
121216.0,988.23
121279.0,987.83
121280.0,987.84
121343.0,984.33
121344.0,984.33
121407.0,985.22
121408.0,985.21
121471.0,985.02
121472.0,984.91
121535.0,987.64
121536.0,987.63
121599.0,990.83
121600.0,990.74
121663.0,992.81
121664.0,992.9
121727.0,994.69
121728.0,994.59
121791.0,992.54
121792.0,992.57
121855.0,992.45
121856.0,992.45
121919.0,990.09
121920.0,990.24
121983.0,990.48
121984.0,990.52
122047.0,990.09
122048.0,989.96
122111.0,989.08
122112.0,989.13
122175.0,987.85
122176.0,987.76
122239.0,987.07
122240.0,987.34
122303.0,986.92
122304.0,986.92
122367.0,984.64
122368.0,984.57
122431.0,985.51
122432.0,985.54
122495.0,982.33
122496.0,982.27
122559.0,984.74
122560.0,984.79
122623.0,985.3
122624.0,985.24
122687.0,985.95
122688.0,985.94
122751.0,984.82
122752.0,984.84
122815.0,984.21
122816.0,984.19
122879.0,985.95
122880.0,986.04
122943.0,989.47
122944.0,989.53
123007.0,991.45
123008.0,991.5
123071.0,993.57
123072.0,993.69
123135.0,996.77
123136.0,996.84
123199.0,997.91
123200.0,997.86
123263.0,997.72
123264.0,997.77
123327.0,996.82
123328.0,996.71
123391.0,995.0
123392.0,995.05
123455.0,996.59
123456.0,996.6
123519.0,993.97
123520.0,994.05
123583.0,996.71
123584.0,996.81
123647.0,996.14
123648.0,996.14
123711.0,999.41
123712.0,999.44
123775.0,998.77
123776.0,998.69
123839.0,999.18
123840.0,999.18
123903.0,998.99
123904.0,998.92
123967.0,996.71
123968.0,996.73
124031.0,994.76
124032.0,994.78
124095.0,992.16
124096.0,992.21
124159.0,990.33
124160.0,990.26
124223.0,986.27
124224.0,986.2
124287.0,992.88
124288.0,992.97
124351.0,994.67
124352.0,994.57
124415.0,991.56
124416.0,991.51
124479.0,986.45
124480.0,986.31
124543.0,988.62
124544.0,988.7
124607.0,991.98
124608.0,991.95
124671.0,993.07
124672.0,993.16
124735.0,995.26
124736.0,995.29
124799.0,993.97
124800.0,993.92
124863.0,993.56
124864.0,993.55
124927.0,992.9
124928.0,992.83
124991.0,993.39
124992.0,993.29
125055.0,990.98
125056.0,990.91
125119.0,989.14
125120.0,989.22
125183.0,989.72
125184.0,989.72
125247.0,989.91
125248.0,990.41
125311.0,991.56
125312.0,991.56
125375.0,990.67
125376.0,990.51
125439.0,993.29
125440.0,993.29
125503.0,994.67
125504.0,994.63
125567.0,992.47
125568.0,992.39
125631.0,989.54
125632.0,989.44
125695.0,991.87
125696.0,992.06
125759.0,999.48
125760.0,999.55
125823.0,995.07
125824.0,995.01
125887.0,993.65
125888.0,993.55
125951.0,995.09
125952.0,995.13
126015.0,1001.63
126016.0,1001.74
126079.0,999.93
126080.0,999.79
126143.0,994.07
126144.0,993.88
126207.0,984.6
126208.0,984.43
126271.0,984.03
126272.0,984.07
126335.0,985.87
126336.0,985.86
126399.0,988.21
126400.0,988.33
126463.0,991.73
126464.0,991.78
126527.0,988.29
126528.0,988.28
126591.0,987.27
126592.0,987.28
126655.0,988.02
126656.0,988.05
126719.0,990.37
126720.0,990.47
126783.0,989.11
126784.0,989.07
126847.0,984.08
126848.0,984.11
126911.0,983.46
126912.0,983.38
126975.0,986.37
126976.0,986.44
127039.0,995.16
127040.0,995.31
127103.0,999.67
127104.0,999.67
127167.0,1003.04
127168.0,1003.01
127231.0,1004.14
127232.0,1003.99
127295.0,1004.11
127296.0,1004.09
127359.0,1003.24
127360.0,1003.23
127423.0,998.41
127424.0,998.42
127487.0,994.88
127488.0,994.75
127551.0,986.87
127552.0,986.79
127615.0,984.76
127616.0,984.7
127679.0,978.97
127680.0,978.81
127743.0,978.31
127744.0,978.23
127807.0,917.4
127808.0,917.4
127871.0,978.77
127872.0,978.7
127935.0,980.04
127936.0,980.04
127999.0,977.87
128000.0,977.82
128063.0,974.92
128064.0,974.97
128127.0,981.2
128128.0,981.35
128191.0,985.94
128192.0,985.94
128255.0,987.37
128256.0,987.35
128319.0,989.86
128320.0,989.96
128383.0,989.01
128384.0,988.92
128447.0,988.46
128448.0,988.39
128511.0,989.1
128512.0,989.04
128575.0,991.76
128576.0,991.76
128639.0,992.84
128640.0,992.8
128703.0,990.12
128704.0,990.19
128767.0,989.91
128768.0,989.92
128831.0,989.4
128832.0,989.37
128895.0,990.22
128896.0,990.22
128959.0,990.5
128960.0,990.76
129023.0,991.93
129024.0,991.97
129087.0,991.31
129088.0,991.19
129151.0,989.52
129152.0,989.48
129215.0,987.46
129216.0,987.37
129279.0,984.35
129280.0,984.4
129343.0,989.49
129344.0,989.53
129407.0,985.55
129408.0,985.35
129471.0,978.74
129472.0,979.0
129535.0,979.1
129536.0,978.96
129599.0,981.39
129600.0,981.4
129663.0,981.91
129664.0,981.84
129727.0,985.68
129728.0,985.7
129791.0,988.73
129792.0,988.7
129855.0,987.38
129856.0,987.28
129919.0,986.73
129920.0,986.68
129983.0,987.59
129984.0,987.53
130047.0,988.47
130048.0,988.43
130111.0,983.86
130112.0,983.64
130175.0,989.35
130176.0,989.24
130239.0,989.31
130240.0,989.19
130303.0,990.2
130304.0,990.23
130367.0,992.66
130368.0,992.61
130431.0,994.38
130432.0,994.47
130495.0,997.44
130496.0,997.5
130559.0,996.78
130560.0,996.75
130623.0,995.29
130624.0,995.3
130687.0,996.53
130688.0,996.5
130751.0,997.21
130752.0,997.21
130815.0,996.09
130816.0,996.03
130879.0,993.75
130880.0,993.67
130943.0,993.86
130944.0,993.85
131007.0,989.54
131008.0,989.49
131071.0,989.0
131072.0,989.22
131135.0,986.0
131136.0,985.95
131199.0,988.65
131200.0,988.66
131263.0,993.64
131264.0,993.61
131327.0,994.03
131328.0,993.99
131391.0,993.1
131392.0,993.07
131455.0,991.6
131456.0,991.57
131519.0,988.46
131520.0,988.47
131583.0,985.67
131584.0,985.53
131647.0,981.8
131648.0,981.78
131711.0,984.8
131712.0,984.83
131775.0,986.72
131776.0,986.73
131839.0,987.9
131840.0,987.92
131903.0,989.34
131904.0,989.32
131967.0,989.16
131968.0,989.23
132031.0,986.53
132032.0,986.53
132095.0,983.35
132096.0,983.31
132159.0,981.98
132160.0,982.04
132223.0,985.68
132224.0,985.67
132287.0,982.05
132288.0,982.02
132351.0,982.47
132352.0,982.45
132415.0,986.73
132416.0,986.71
132479.0,989.11
132480.0,989.15
132543.0,988.15
132544.0,988.16
132607.0,990.07
132608.0,990.19
132671.0,992.65
132672.0,992.64
132735.0,989.68
132736.0,989.78
132799.0,991.32
132800.0,991.39
132863.0,992.44
132864.0,992.41
132927.0,993.01
132928.0,992.99
132991.0,988.91
132992.0,988.8
133055.0,983.43
133056.0,983.49
133119.0,981.25
133120.0,981.11
133183.0,980.37
133184.0,980.46
133247.0,986.85
133248.0,986.92
133311.0,988.62
133312.0,988.71
133375.0,988.42
133376.0,988.61
133439.0,990.97
133440.0,990.95
133503.0,989.73
133504.0,989.64
133567.0,984.35
133568.0,984.29
133631.0,977.49
133632.0,977.31
133695.0,975.38
133696.0,975.17
133759.0,977.81
133760.0,977.91
133823.0,978.42
133824.0,978.47
133887.0,979.17
133888.0,979.2
133951.0,980.87
133952.0,980.94
134015.0,977.44
134016.0,977.41
134079.0,975.42
134080.0,975.36
134143.0,977.21
134144.0,977.21
134207.0,981.02
134208.0,981.1
134271.0,980.78
134272.0,980.74
134335.0,980.64
134336.0,980.59
134399.0,980.86
134400.0,980.88
134463.0,981.53
134464.0,981.59
134527.0,982.25
134528.0,982.24
134591.0,982.02
134592.0,981.94
134655.0,981.53
134656.0,981.52
134719.0,982.15
134720.0,982.11
134783.0,983.41
134784.0,983.36
134847.0,983.61
134848.0,983.6
134911.0,984.82
134912.0,984.81
134975.0,986.02
134976.0,986.04
135039.0,986.88
135040.0,986.96
135103.0,989.86
135104.0,989.97
135167.0,989.65
135168.0,989.6
135231.0,991.08
135232.0,991.02
135295.0,990.16
135296.0,990.03
135359.0,990.82
135360.0,990.72
135423.0,990.45
135424.0,990.34
135487.0,989.16
135488.0,989.11
135551.0,985.87
135552.0,985.91
135615.0,987.18
135616.0,987.2
135679.0,987.22
135680.0,987.29
135743.0,988.9
135744.0,988.87
135807.0,989.76
135808.0,989.73
135871.0,990.95
135872.0,990.95
135935.0,992.55
135936.0,992.55
135999.0,993.26
136000.0,993.25
136063.0,992.03
136064.0,992.03
136127.0,991.6
136128.0,991.67
136191.0,987.36
136192.0,987.39
136255.0,988.19
136256.0,988.24
136319.0,987.54
136320.0,987.53
136383.0,987.06
136384.0,987.02
136447.0,986.94
136448.0,986.84
136511.0,985.73
136512.0,985.67
136575.0,981.83
136576.0,981.74
136639.0,976.42
136640.0,976.35
136703.0,978.85
136704.0,979.05
136767.0,981.24
136768.0,981.28
136831.0,979.83
136832.0,979.78
136895.0,980.09
136896.0,980.17
136959.0,985.54
136960.0,985.69
137023.0,988.1
137024.0,988.1
137087.0,993.5
137088.0,993.49
137151.0,997.15
137152.0,997.01
137215.0,992.65
137216.0,992.56
137279.0,987.95
137280.0,987.69
137343.0,985.79
137344.0,985.86
137407.0,984.23
137408.0,984.32
137471.0,983.51
137472.0,983.54
137535.0,983.83
137536.0,983.81
137599.0,983.89
137600.0,983.84
137663.0,983.96
137664.0,983.93
137727.0,980.64
137728.0,980.64
137791.0,983.31
137792.0,983.36
137855.0,986.76
137856.0,986.83
137919.0,989.45
137920.0,989.55
137983.0,992.56
137984.0,992.56
138047.0,991.37
138048.0,991.43
138111.0,991.93
138112.0,991.75
138175.0,990.09
138176.0,990.01
138239.0,989.54
138240.0,989.57
138303.0,989.09
138304.0,989.08
138367.0,985.99
138368.0,986.0
138431.0,986.32
138432.0,986.39
138495.0,992.09
138496.0,992.12
138559.0,995.96
138560.0,996.05
138623.0,994.02
138624.0,994.03
138687.0,993.3
138688.0,993.3
138751.0,991.39
138752.0,991.41
138815.0,989.72
138816.0,989.81
138879.0,992.09
138880.0,992.07
138943.0,993.14
138944.0,993.08
139007.0,990.96
139008.0,990.78
139071.0,986.43
139072.0,986.41
139135.0,989.77
139136.0,989.85
139199.0,986.81
139200.0,986.76
139263.0,990.08
139264.0,990.09
139327.0,988.58
139328.0,988.57
139391.0,986.98
139392.0,987.02
139455.0,981.57
139456.0,981.42
139519.0,976.68
139520.0,976.57
139583.0,986.03
139584.0,986.01
139647.0,989.12
139648.0,989.31
139711.0,991.91
139712.0,992.04
139775.0,991.09
139776.0,991.11
139839.0,989.06
139840.0,989.04
139903.0,987.34
139904.0,987.29
139967.0,989.56
139968.0,989.49
140031.0,989.51
140032.0,989.46
140095.0,988.87
140096.0,988.87
140159.0,988.82
140160.0,988.86
140223.0,987.22
140224.0,987.33
140287.0,988.61
140288.0,988.61
140351.0,987.13
140352.0,987.1
140415.0,988.26
140416.0,988.32
140479.0,986.96
140480.0,986.88
140543.0,988.0
140544.0,988.01
140607.0,987.81
140608.0,987.77
140671.0,985.85
140672.0,985.92
140735.0,985.56
140736.0,985.59
140799.0,982.05
140800.0,982.29
140863.0,983.6
140864.0,983.74
140927.0,988.96
140928.0,989.04
140991.0,995.07
140992.0,995.07
141055.0,990.96
141056.0,990.88
141119.0,985.18
141120.0,984.88
141183.0,983.96
141184.0,983.93
141247.0,985.59
141248.0,985.57
141311.0,982.2
141312.0,982.25
141375.0,981.65
141376.0,981.76
141439.0,984.88
141440.0,984.97
141503.0,986.15
141504.0,986.12
141567.0,987.28
141568.0,987.26
141631.0,986.35
141632.0,986.3
141695.0,985.18
141696.0,985.12
141759.0,984.98
141760.0,984.95
141823.0,984.98
141824.0,984.9
141887.0,988.14
141888.0,988.13
141951.0,984.88
141952.0,985.13
142015.0,985.47
142016.0,985.55
142079.0,984.73
142080.0,984.83
142143.0,987.62
142144.0,987.65
142207.0,990.6
142208.0,990.51
142271.0,992.19
142272.0,992.19
142335.0,993.84
142336.0,993.89
142399.0,994.71
142400.0,994.76
142463.0,994.63
142464.0,994.62
142527.0,990.17
142528.0,990.29
142591.0,986.53
142592.0,986.53
142655.0,984.15
142656.0,984.01
142719.0,979.7
142720.0,979.65
142783.0,978.81
142784.0,979.08
142847.0,982.56
142848.0,982.62
142911.0,985.86
142912.0,985.87
142975.0,991.94
142976.0,991.95
143039.0,997.41
143040.0,997.44
143103.0,996.97
143104.0,997.08
143167.0,996.24
143168.0,996.24
143231.0,991.89
143232.0,991.88
143295.0,991.64
143296.0,991.57
143359.0,991.39
143360.0,991.42
143423.0,993.46
143424.0,993.51
143487.0,993.23
143488.0,993.25
143551.0,992.63
143552.0,992.67
143615.0,992.97
143616.0,993.0
143679.0,990.83
143680.0,990.95
143743.0,992.71
143744.0,992.78
143807.0,992.82
143808.0,992.86
143871.0,996.14
143872.0,996.17
143935.0,996.99
143936.0,996.95
143999.0,999.67
144000.0,999.69
144063.0,1002.36
144064.0,1002.47
144127.0,1004.71
144128.0,1004.71
144191.0,1005.44
144192.0,1005.44
144255.0,1003.47
144256.0,1003.51
144319.0,1003.23
144320.0,1003.23
144383.0,1002.25
144384.0,1002.25
144447.0,1002.65
144448.0,1002.56
144511.0,1000.97
144512.0,1000.88
144575.0,1000.89
144576.0,1000.97
144639.0,1000.88
144640.0,1000.81
144703.0,1000.1
144704.0,1000.14
144767.0,999.81
144768.0,999.82
144831.0,996.59
144832.0,996.6
144895.0,995.66
144896.0,995.66
144959.0,993.52
144960.0,993.51
145023.0,993.65
145024.0,993.65
145087.0,992.09
145088.0,992.04
145151.0,993.71
145152.0,993.66
145215.0,994.27
145216.0,994.32
145279.0,992.29
145280.0,992.21
145343.0,985.34
145344.0,985.02
145407.0,981.21
145408.0,981.26
145471.0,982.05
145472.0,982.1
145535.0,982.03
145536.0,982.04
145599.0,982.68
145600.0,982.72
145663.0,984.41
145664.0,984.38
145727.0,988.19
145728.0,988.31
145791.0,995.48
145792.0,995.53
145855.0,992.55
145856.0,992.53
145919.0,987.52
145920.0,987.62
145983.0,986.65
145984.0,986.72
146047.0,987.62
146048.0,987.62
146111.0,987.62
146112.0,987.55
146175.0,990.24
146176.0,990.18
146239.0,991.87
146240.0,991.83
146303.0,995.14
146304.0,995.23
146367.0,1001.13
146368.0,1001.21
146431.0,1004.62
146432.0,1004.58
146495.0,1007.41
146496.0,1007.52
146559.0,1007.94
146560.0,1007.92
146623.0,1006.91
146624.0,1006.91
146687.0,1003.82
146688.0,1003.83
146751.0,1002.83
146752.0,1002.75
146815.0,1000.03
146816.0,999.89
146879.0,998.22
146880.0,998.21
146943.0,996.35
146944.0,996.31
147007.0,993.06
147008.0,993.05
147071.0,985.76
147072.0,985.68
147135.0,984.61
147136.0,984.77
147199.0,986.41
147200.0,986.47
147263.0,988.22
147264.0,988.32
147327.0,992.77
147328.0,992.8
147391.0,997.11
147392.0,997.08
147455.0,1000.7
147456.0,1000.73
147519.0,1002.5
147520.0,1002.5
147583.0,1001.89
147584.0,1001.87
147647.0,1000.98
147648.0,1000.94
147711.0,996.73
147712.0,996.73
147775.0,995.5
147776.0,995.5
147839.0,992.65
147840.0,992.57
147903.0,990.48
147904.0,990.36
147967.0,987.03
147968.0,986.97
148031.0,986.05
148032.0,985.93
148095.0,983.08
148096.0,983.05
148159.0,980.86
148160.0,980.85
148223.0,986.23
148224.0,986.5
148287.0,990.78
148288.0,990.86
148351.0,992.56
148352.0,992.56
148415.0,991.09
148416.0,991.09
148479.0,993.45
148480.0,993.62
148543.0,997.1
148544.0,997.08
148607.0,1000.92
