No,Iws
10104,36.21
10105,41.13
10106,44.26
10107,46.05
10108,47.84
10109,1.79
10110,0.89
10111,1.79
10112,3.58
10113,5.37
10114,7.16
10115,8.95
10116,12.08
10117,0.89
10118,1.78
10119,2.67
10120,3.56
10121,4.45
10122,1.79
10123,0.89
10124,1.78
10125,0.45
10126,1.79
10127,4.92
10128,6.71
10129,0.89
10130,0.89
10131,1.79
10132,4.92
10133,8.05
10134,9.84
10135,1.79
10136,3.13
10137,7.15
10138,12.07
10139,19.22
10140,25.03
10141,32.18
10142,39.33
10143,43.35
10144,49.16
10145,54.97
10146,58.99
10147,63.01
10148,66.14
10149,69.27
10150,73.29
10151,3.13
10152,1.79
10153,1.79
10154,4.92
10155,4.02
10156,3.13
10157,6.26
10158,8.05
10159,9.84
10160,12.97
10161,16.99
10162,20.12
10163,23.25
10164,29.06
10165,33.98
10166,39.79
10167,46.94
10168,51.86
10169,55.88
10170,59.9
10171,64.82
10172,69.74
10173,74.66
10174,78.68
10175,83.6
10176,88.52
10177,93.44
10178,3.13
10179,3.13
10180,6.26
10181,8.05
10182,9.84
10183,14.76
10184,19.68
10185,24.6
10186,28.62
10187,35.77
10188,40.69
10189,46.5
10190,49.63
10191,56.78
10192,64.83
10193,73.77
10194,81.82
10195,87.63
10196,92.55
10197,96.57
10198,100.59
10199,104.61
10200,108.63
10201,115.78
10202,121.59
10203,124.72
10204,3.13
10205,0.89
10206,1.78
10207,2.67
10208,3.12
10209,1.79
10210,3.13
10211,0.89
10212,4.02
10213,5.81
10214,10.73
10215,16.54
10216,25.48
10217,34.42
10218,41.57
10219,46.49
10220,50.51
10221,55.43
10222,60.35
10223,66.16
10224,71.97
10225,81.8
10226,89.85
10227,97
10228,102.81
10229,107.73
10230,110.86
10231,114.88
10232,119.8
10233,124.72
10234,130.53
10235,137.68
10236,144.83
10237,151.98
10238,159.13
10239,166.28
10240,172.09
10241,179.24
10242,185.05
10243,189.97
10244,195.78
10245,200.7
10246,205.62
10247,3.13
10248,3.13
10249,6.26
10250,0.89
10251,1.34
10252,2.23
10253,1.79
10254,2.68
10255,0.89
10256,1.79
10257,0.89
10258,0.89
10259,1.79
10260,0.89
10261,1.79
10262,0.89
10263,2.68
10264,3.13
10265,8.05
10266,12.07
10267,16.09
10268,17.88
10269,19.67
10270,21.46
10271,25.48
10272,29.5
10273,34.42
10274,39.34
10275,43.36
10276,47.38
10277,52.3
10278,55.43
10279,57.22
10280,58.11
10281,61.24
10282,64.37
10283,0.89
10284,1.78
10285,2.67
10286,4.46
10287,3.13
10288,7.15
10289,11.17
10290,12.96
10291,0.89
10292,1.79
10293,0.89
10294,1.79
10295,0.89
10296,3.13
10297,6.26
10298,9.39
10299,14.31
10300,21.46
10301,31.29
10302,40.23
10303,51.41
10304,58.56
10305,63.48
10306,67.5
10307,74.65
10308,7.15
10309,8.94
10310,5.81
10311,5.81
10312,11.62
10313,4.92
10314,8.94
10315,7.15
10316,12.96
10317,17.88
10318,22.8
10319,25.93
10320,27.72
10321,30.85
10322,32.64
10323,37.56
10324,44.71
10325,50.52
10326,0.89
10327,4.02
10328,8.94
10329,16.09
10330,24.14
10331,32.19
10332,39.34
10333,47.39
10334,55.44
10335,62.59
10336,72.42
10337,81.36
10338,90.3
10339,99.24
10340,104.16
10341,108.18
10342,109.97
10343,114.89
10344,122.04
10345,129.19
10346,135
10347,139.92
10348,147.97
10349,153.78
10350,158.7
10351,164.51
10352,170.32
10353,178.37
10354,185.52
10355,4.92
10356,8.94
10357,1.79
10358,3.13
10359,1.79
10360,3.13
10361,4.92
10362,0.89
10363,3.13
10364,3.13
10365,8.05
10366,11.18
10367,16.1
10368,24.15
10369,29.07
10370,36.22
10371,42.03
10372,47.84
10373,53.65
10374,58.57
10375,61.7
10376,0.89
10377,2.68
10378,1.79
10379,3.58
10380,6.71
10381,12.52
10382,18.33
10383,25.48
10384,34.42
10385,43.36
10386,52.3
10387,57.22
10388,59.01
10389,4.02
10390,7.15
10391,8.94
10392,12.07
10393,1.79
10394,1.79
10395,4.92
10396,0.89
10397,3.13
10398,4.92
10399,6.71
10400,0.89
10401,1.78
10402,1.79
10403,3.58
10404,0.89
10405,4.02
10406,3.13
10407,11.18
10408,18.33
10409,24.14
10410,29.06
10411,32.19
10412,37.11
10413,0.89
10414,2.68
10415,1.79
10416,1.79
10417,1.79
10418,0.89
10419,1.79
10420,4.92
10421,0.89
10422,0.89
10423,1.79
10424,3.58
10425,4.47
10426,0.89
10427,3.13
10428,6.26
10429,9.39
10430,12.52
10431,15.65
10432,19.67
10433,22.8
10434,25.93
10435,0.89
10436,1.78
10437,2.67
10438,1.79
10439,3.58
10440,0.89
10441,1.78
10442,0.89
10443,1.78
10444,0.45
10445,0.9
10446,1.35
10447,1.79
10448,3.58
10449,5.37
10450,1.79
10451,0.89
10452,1.78
10453,1.79
10454,3.58
10455,6.71
10456,9.84
10457,12.97
10458,14.76
10459,15.65
10460,16.54
10461,0.89
10462,0.89
10463,0.89
10464,0.89
10465,0.89
10466,0.89
10467,1.79
10468,3.58
10469,0.89
10470,1.78
10471,1.79
10472,3.58
10473,7.6
10474,10.73
10475,14.75
10476,19.67
10477,25.48
10478,32.63
10479,39.78
10480,48.72
10481,57.66
10482,8.05
10483,17.88
10484,27.71
10485,8.94
10486,9.83
10487,11.18
10488,21.01
10489,7.15
10490,15.2
10491,7.15
10492,12.96
10493,17.88
10494,21.9
10495,26.82
10496,31.74
10497,38.89
10498,46.04
10499,54.09
10500,62.14
10501,71.97
10502,79.12
10503,84.93
10504,92.08
10505,100.13
10506,108.18
10507,115.33
10508,120.25
10509,128.3
10510,140.37
10511,155.57
10512,165.4
10513,173.45
10514,181.5
10515,189.55
10516,196.7
10517,203.85
10518,215.03
10519,224.86
10520,233.8
10521,242.74
10522,252.57
10523,261.51
10524,267.32
10525,271.34
10526,274.47
10527,280.28
10528,286.09
10529,295.92
10530,305.75
10531,312.9
10532,321.84
10533,331.67
10534,339.72
10535,345.53
10536,351.34
10537,356.26
10538,0.89
10539,3.13
10540,1.79
10541,4.02
10542,7.15
10543,0.89
10544,1.79
10545,3.13
10546,4.92
10547,1.79
10548,1.79
10549,1.79
10550,4.02
10551,8.04
10552,12.96
10553,16.98
10554,21
10555,25.02
10556,26.81
10557,28.6
10558,30.39
10559,0.89
10560,1.78
10561,0.89
10562,1.79
10563,4.92
10564,0.89
10565,2.68
10566,4.47
10567,6.26
10568,7.15
10569,0.89
10570,1.79
10571,1.79
10572,3.13
10573,1.79
10574,4.02
10575,7.15
10576,11.17
10577,15.19
10578,19.21
10579,0.89
10580,1.79
10581,2.68
10582,0.89
10583,3.13
10584,0.89
10585,3.13
10586,6.26
10587,0.89
10588,1.79
10589,0.45
10590,1.79
10591,1.79
10592,3.58
10593,5.37
10594,0.89
10595,1.78
10596,2.67
10597,13.86
10598,25.04
10599,38
10600,50.07
10601,63.03
10602,70.18
10603,78.23
10604,85.38
10605,91.19
10606,94.32
10607,3.13
10608,1.79
10609,0.45
10610,1.34
10611,1.79
10612,0.89
10613,1.79
10614,0.89
10615,1.79
10616,0.89
10617,1.34
10618,1.79
10619,3.58
10620,5.37
10621,7.16
10622,11.18
10623,16.1
10624,21.02
10625,25.94
10626,29.07
10627,32.2
10628,36.22
10629,39.35
10630,43.37
10631,45.16
10632,46.95
10633,50.08
10634,54.1
10635,0.89
10636,1.78
10637,1.79
10638,0.89
10639,0.89
10640,1.79
10641,0.89
10642,3.13
10643,8.05
10644,12.97
10645,18.78
10646,23.7
10647,28.62
10648,34.43
10649,40.24
10650,46.05
10651,50.07
10652,53.2
10653,57.22
10654,60.35
10655,62.14
10656,0.45
10657,0.89
10658,0.89
10659,0.89
10660,3.13
10661,6.26
10662,13.41
10663,18.33
10664,26.38
10665,33.53
10666,40.68
10667,49.62
10668,55.43
10669,59.45
10670,69.28
10671,78.22
10672,85.37
10673,93.42
10674,100.57
10675,107.72
10676,116.66
10677,124.71
10678,132.76
10679,142.59
10680,150.64
10681,159.58
10682,166.73
10683,173.88
10684,182.82
10685,186.84
10686,189.97
10687,3.13
10688,3.13
10689,7.15
10690,11.17
10691,16.09
10692,21.9
10693,29.95
10694,35.76
10695,43.81
10696,51.86
10697,59.91
10698,68.85
10699,76
10700,79.13
10701,80.92
10702,84.05
10703,88.97
10704,90.76
10705,94.78
10706,98.8
10707,102.82
10708,105.95
10709,110.87
10710,114.89
10711,118.02
10712,122.04
10713,127.85
10714,133.66
10715,137.68
10716,142.6
10717,144.39
10718,147.52
10719,151.54
10720,5.81
10721,9.83
10722,11.62
10723,1.79
10724,4.92
10725,8.94
10726,14.75
10727,20.56
10728,27.71
10729,35.76
10730,42.91
10731,52.74
10732,60.79
10733,68.84
10734,78.67
10735,86.72
10736,95.66
10737,104.6
10738,113.54
10739,119.35
10740,126.5
10741,134.55
10742,142.6
10743,150.65
10744,161.83
10745,169.88
10746,177.93
10747,186.87
10748,194.02
10749,199.83
10750,207.88
10751,213.69
10752,218.61
10753,222.63
10754,226.65
10755,229.78
10756,231.57
10757,0.45
10758,4.02
10759,8.04
10760,11.17
10761,16.98
10762,24.13
10763,29.05
10764,33.07
10765,0.89
10766,4.02
10767,9.83
10768,4.02
10769,8.94
10770,3.13
10771,6.26
10772,10.28
10773,13.41
10774,15.2
10775,16.99
10776,18.78
10777,0.89
10778,1.79
10779,0.89
10780,1.79
10781,1.79
10782,0.89
10783,1.79
10784,0.89
10785,1.79
10786,3.58
10787,1.79
10788,3.13
10789,4.92
10790,3.13
10791,3.13
10792,1.79
10793,5.81
10794,4.02
10795,5.81
10796,8.94
10797,12.07
10798,16.99
10799,21.91
10800,27.72
10801,32.64
10802,38.45
10803,44.26
10804,49.18
10805,54.99
10806,60.8
10807,67.95
10808,72.87
10809,80.92
10810,88.97
10811,97.02
10812,104.17
10813,111.32
10814,117.13
10815,3.13
10816,6.26
10817,3.13
10818,4.92
10819,5.81
10820,7.6
10821,10.73
10822,3.13
10823,4.92
10824,9.84
10825,14.76
10826,18.78
10827,21.91
10828,1.79
10829,2.68
10830,1.79
10831,4.92
10832,6.71
10833,8.5
10834,10.29
10835,12.08
10836,13.87
10837,3.13
10838,1.79
10839,3.58
10840,5.37
10841,7.16
10842,1.79
10843,4.92
10844,8.05
10845,12.97
10846,16.99
10847,21.01
10848,24.14
10849,25.93
10850,27.72
10851,0.89
10852,0.89
10853,0.45
10854,1.34
10855,0.89
10856,0.89
10857,3.13
10858,7.15
10859,8.94
10860,1.79
10861,1.79
10862,1.79
10863,3.58
10864,4.02
10865,7.15
10866,11.17
10867,14.3
10868,17.43
10869,21.45
10870,25.47
10871,29.49
10872,0.89
10873,0.89
10874,1.34
10875,1.79
10876,0.89
10877,0.89
10878,2.68
10879,3.57
10880,0.89
10881,1.78
10882,1.79
10883,0.89
10884,2.68
10885,4.47
10886,4.02
10887,9.83
10888,14.75
10889,20.56
10890,27.71
10891,30.84
10892,33.97
10893,0.89
10894,1.79
10895,4.92
10896,6.71
10897,8.5
10898,11.63
10899,12.52
10900,0.89
10901,0.89
10902,0.89
10903,0.89
10904,0.89
10905,0.89
10906,1.78
10907,1.79
10908,1.79
10909,1.79
10910,4.92
10911,8.05
10912,1.79
10913,3.13
10914,6.26
10915,0.89
10916,1.78
10917,0.89
10918,0.89
10919,3.13
10920,6.26
10921,10.28
10922,15.2
10923,21.01
10924,26.82
10925,36.65
10926,44.7
10927,52.75
10928,60.8
10929,69.74
10930,77.79
10931,85.84
10932,91.65
10933,97.46
10934,102.38
10935,107.3
10936,7.15
10937,12.07
10938,17.88
10939,3.13
10940,3.13
10941,7.15
10942,3.13
10943,4.02
10944,0.89
10945,1.78
10946,4.02
10947,8.04
10948,11.17
10949,15.19
10950,18.32
10951,21.45
10952,24.58
10953,27.71
10954,31.73
10955,1.79
10956,3.58
10957,6.71
10958,8.5
10959,11.63
10960,13.42
10961,15.21
10962,3.13
10963,6.26
10964,10.28
10965,15.2
10966,19.22
10967,23.24
10968,27.26
10969,1.79
10970,0.89
10971,0.89
10972,3.13
10973,4.92
10974,6.71
10975,9.84
10976,13.86
10977,16.99
10978,21.01
10979,25.03
10980,29.05
10981,32.18
10982,1.79
10983,4.02
10984,7.15
10985,1.79
10986,4.02
10987,8.04
10988,12.96
10989,17.88
10990,21.9
10991,25.92
10992,29.05
10993,32.18
10994,0.89
10995,1.34
10996,0.89
10997,1.78
10998,3.57
10999,4.46
11000,5.35
11001,7.14
11002,1.79
11003,1.79
11004,3.58
11005,3.13
11006,7.15
11007,11.17
11008,15.19
11009,21
11010,26.81
11011,31.73
11012,35.75
11013,39.77
11014,43.79
11015,47.81
11016,50.94
11017,54.07
11018,57.2
11019,58.99
11020,60.78
11021,62.57
11022,64.36
11023,0.89
11024,0.89
11025,2.68
11026,4.47
11027,10.28
11028,18.33
11029,25.48
11030,30.4
11031,38.45
11032,45.6
11033,52.75
11034,57.67
11035,62.59
11036,65.72
11037,67.51
11038,71.53
11039,75.55
11040,77.34
11041,80.47
11042,83.6
11043,89.41
11044,94.33
11045,100.14
11046,0.89
11047,1.78
11048,0.89
11049,1.78
11050,4.91
11051,9.83
11052,15.64
11053,20.56
11054,25.48
11055,30.4
11056,34.42
11057,39.34
11058,44.26
11059,48.28
11060,52.3
11061,54.09
11062,55.88
11063,57.67
11064,59.46
11065,61.25
11066,63.04
11067,1.79
11068,1.79
11069,1.79
11070,0.89
11071,3.13
11072,8.94
11073,14.75
11074,22.8
11075,29.95
11076,37.1
11077,45.15
11078,50.96
11079,60.79
11080,72.86
11081,84.04
11082,96.11
11083,105.05
11084,113.99
11085,121.14
11086,126.06
11087,129.19
11088,130.98
11089,132.77
11090,0.89
11091,0.89
11092,0.89
11093,0.89
11094,0.89
11095,0.89
11096,0.89
11097,1.79
11098,0.89
11099,7.15
11100,14.3
11101,21.45
11102,27.26
11103,32.18
11104,36.2
11105,42.01
11106,49.16
11107,56.31
11108,61.23
11109,64.36
11110,67.49
11111,72.41
11112,77.33
11113,79.12
11114,82.25
11115,0.89
11116,1.78
11117,2.67
11118,3.56
11119,4.45
11120,0.89
11121,1.79
11122,0.89
11123,1.78
11124,1.79
11125,4.92
11126,8.05
11127,12.07
11128,15.2
11129,18.33
11130,22.35
11131,26.37
11132,1.79
11133,4.92
11134,3.13
11135,8.94
11136,16.99
11137,28.17
11138,37.11
11139,44.26
11140,52.31
11141,59.46
11142,4.02
11143,8.94
11144,12.96
11145,17.88
11146,25.03
11147,4.02
11148,3.13
11149,3.13
11150,1.79
11151,4.92
11152,7.15
11153,14.3
11154,23.24
11155,32.18
11156,37.99
11157,42.01
11158,45.14
11159,49.16
11160,53.18
11161,56.31
11162,59.44
11163,63.46
11164,67.48
11165,70.61
11166,1.79
11167,0.45
11168,1.34
11169,3.13
11170,7.15
11171,11.17
11172,1.79
11173,2.68
11174,1.79
11175,1.79
11176,4.92
11177,4.92
11178,10.73
11179,17.88
11180,22.8
11181,27.72
11182,33.53
11183,39.34
11184,43.36
11185,3.13
11186,4.02
11187,3.13
11188,0.45
11189,0.89
11190,4.02
11191,0.89
11192,1.79
11193,0.89
11194,1.78
11195,3.57
11196,5.36
11197,3.13
11198,7.15
11199,11.17
11200,16.09
11201,23.24
11202,29.05
11203,33.97
11204,37.1
11205,38.89
11206,40.68
11207,42.47
11208,43.36
11209,0.89
11210,1.78
11211,2.67
11212,1.79
11213,0.89
11214,0.89
11215,0.89
11216,1.79
11217,0.89
11218,1.78
11219,1.79
11220,1.79
11221,5.81
11222,8.94
11223,12.07
11224,16.09
11225,20.11
11226,23.24
11227,25.03
11228,0.89
11229,4.02
11230,7.15
11231,0.89
11232,1.78
11233,2.67
11234,3.56
11235,3.13
11236,4.02
11237,0.89
11238,1.78
11239,1.79
11240,3.58
11241,6.71
11242,9.84
11243,13.86
11244,19.67
11245,27.72
11246,36.66
11247,39.79
11248,1.79
11249,8.05
11250,15.2
11251,19.22
11252,5.81
11253,10.73
11254,15.65
11255,21.46
11256,3.13
11257,8.05
11258,11.18
11259,12.97
11260,4.92
11261,10.73
11262,17.88
11263,5.81
11264,9.83
11265,8.94
11266,17.88
11267,8.05
11268,7.15
11269,8.05
11270,13.86
11271,19.67
11272,24.59
11273,29.51
11274,33.53
11275,36.66
11276,1.79
11277,4.92
11278,9.84
11279,13.86
11280,17.88
11281,19.67
11282,0.89
11283,1.78
11284,0.89
11285,0.89
11286,1.78
11287,2.23
11288,3.12
11289,3.13
11290,1.79
11291,2.68
11292,4.92
11293,9.84
11294,14.76
11295,21.91
11296,29.06
11297,36.21
11298,44.26
11299,53.2
11300,57.22
11301,63.03
11302,70.18
11303,77.33
11304,82.25
11305,86.27
11306,0.89
11307,5.81
11308,11.62
11309,18.77
11310,25.92
11311,33.07
11312,40.22
11313,48.27
11314,57.21
11315,67.04
11316,74.19
11317,84.02
11318,92.07
11319,105.03
11320,117.1
11321,130.06
11322,142.13
11323,151.07
11324,156.88
11325,164.03
11326,171.18
11327,178.33
11328,183.25
11329,187.27
11330,191.29
11331,195.31
11332,200.23
11333,0.89
11334,1.79
11335,3.58
11336,4.92
11337,12.97
11338,22.8
11339,9.83
11340,8.05
11341,15.2
11342,5.81
11343,5.81
11344,3.13
11345,7.15
11346,10.28
11347,12.07
11348,0.89
11349,2.68
11350,4.47
11351,0.89
11352,3.13
11353,4.92
11354,6.71
11355,0.89
11356,1.78
11357,2.67
11358,0.89
11359,1.78
11360,1.79
11361,3.58
11362,5.37
11363,7.16
11364,11.18
11365,14.31
11366,19.23
11367,25.04
11368,29.96
11369,34.88
11370,39.8
11371,42.93
11372,46.06
11373,50.08
11374,51.87
11375,53.66
11376,55.45
11377,57.24
11378,60.37
11379,62.16
11380,0.89
11381,1.78
11382,1.79
11383,0.89
11384,0.89
11385,1.79
11386,3.58
11387,1.79
11388,1.79
11389,3.58
11390,6.71
11391,9.84
11392,12.97
11393,16.1
11394,17.89
11395,19.68
11396,21.47
11397,23.26
11398,25.05
11399,1.79
11400,3.58
11401,5.37
11402,0.89
11403,1.79
11404,3.58
11405,5.37
11406,6.26
11407,1.79
11408,3.58
11409,1.79
11410,5.81
11411,9.83
11412,15.64
11413,20.56
11414,24.58
11415,29.5
11416,34.42
11417,39.34
11418,43.36
11419,47.38
11420,49.17
11421,50.96
11422,0.89
11423,1.78
11424,1.79
11425,0.89
11426,1.78
11427,2.23
11428,3.12
11429,3.57
11430,0.89
11431,1.79
11432,1.79
11433,4.92
11434,0.89
11435,1.78
11436,2.67
11437,1.79
11438,3.13
11439,4.92
11440,16.1
11441,5.81
11442,11.62
11443,16.54
11444,21.46
11445,23.25
11446,1.79
11447,3.58
11448,7.6
11449,10.73
11450,12.52
11451,14.31
11452,15.2
11453,0.45
11454,0.9
11455,0.89
11456,2.68
11457,1.79
11458,4.92
11459,8.94
11460,14.75
11461,4.92
11462,7.15
11463,14.3
11464,4.92
11465,1.79
11466,8.05
11467,15.2
11468,20.12
11469,28.17
11470,38
11471,49.18
11472,59.01
11473,66.16
11474,73.31
11475,80.46
11476,85.38
11477,90.3
11478,96.11
11479,101.92
11480,107.73
11481,115.78
11482,123.83
11483,131.88
11484,139.93
11485,147.08
11486,155.13
11487,162.28
11488,3.13
11489,8.94
11490,16.09
11491,19.22
11492,1.79
11493,4.92
11494,6.71
11495,9.84
11496,11.63
11497,13.42
11498,0.89
11499,1.78
11500,2.67
11501,3.56
11502,3.13
11503,4.92
11504,1.79
11505,0.89
11506,3.13
11507,4.92
11508,6.71
11509,9.84
11510,12.97
11511,16.1
11512,19.23
11513,24.15
11514,28.17
11515,31.3
11516,33.09
11517,33.98
11518,35.77
11519,36.66
11520,37.55
11521,40.68
11522,43.81
11523,45.6
11524,46.49
11525,0.45
11526,1.79
11527,0.89
11528,0.89
11529,3.13
11530,4.92
11531,7.15
11532,8.94
11533,20.12
11534,32.19
11535,8.94
11536,8.05
11537,15.2
11538,21.01
11539,25.03
11540,28.16
11541,0.89
11542,0.89
11543,1.78
11544,2.23
11545,1.79
11546,1.79
11547,4.92
11548,8.05
11549,9.84
11550,12.97
11551,16.1
11552,0.89
11553,1.79
11554,5.81
11555,10.73
11556,13.86
11557,3.13
11558,3.13
11559,1.79
11560,4.02
11561,11.17
11562,16.98
11563,21
11564,24.13
11565,28.15
11566,33.07
11567,34.86
11568,37.99
11569,41.12
11570,42.91
11571,44.7
11572,48.72
11573,1.79
11574,1.79
11575,1.79
11576,3.58
11577,5.37
11578,3.13
11579,4.92
11580,1.79
11581,3.58
11582,3.13
11583,6.26
11584,9.39
11585,12.52
11586,15.65
11587,17.44
11588,19.23
11589,20.12
11590,21.91
11591,23.7
11592,25.49
11593,0.89
11594,4.02
11595,7.15
11596,8.94
11597,10.73
11598,0.89
11599,1.78
11600,1.79
11601,1.79
11602,1.79
11603,4.92
11604,8.05
11605,9.84
11606,12.97
11607,16.1
11608,19.23
11609,21.02
11610,24.15
11611,28.17
11612,31.3
11613,34.43
11614,36.22
11615,0.89
11616,0.89
11617,1.78
11618,2.67
11619,1.79
11620,3.58
11621,6.71
11622,9.84
11623,11.63
11624,13.42
11625,16.55
11626,18.34
11627,21.47
11628,5.81
11629,12.96
11630,28.16
11631,41.12
11632,53.19
11633,66.15
11634,74.2
11635,85.38
11636,98.34
11637,109.52
11638,119.35
11639,125.16
11640,132.31
11641,139.46
11642,145.27
11643,150.19
11644,156
11645,164.05
11646,169.86
11647,177.01
11648,185.06
11649,194
11650,199.81
11651,205.62
11652,209.64
11653,216.79
11654,225.73
11655,234.67
11656,242.72
11657,247.64
11658,252.56
11659,255.69
11660,3.13
11661,7.15
11662,12.07
11663,1.79
11664,4.92
11665,8.05
11666,11.18
11667,15.2
11668,16.99
11669,0.89
11670,1.78
11671,1.79
11672,4.92
11673,6.71
11674,13.86
11675,23.69
11676,35.76
11677,47.83
11678,59.01
11679,71.08
11680,83.15
11681,94.33
11682,102.38
11683,108.19
11684,112.21
11685,115.34
11686,118.47
11687,120.26
11688,124.28
11689,128.3
11690,0.89
11691,4.02
11692,11.17
11693,16.09
11694,20.11
11695,21.9
11696,23.69
11697,3.13
11698,3.13
11699,3.13
11700,1.79
11701,1.79
11702,1.79
11703,1.79
11704,1.79
11705,1.79
11706,5.81
11707,10.73
11708,14.75
11709,17.88
11710,21.01
11711,24.14
11712,27.27
11713,31.29
11714,33.08
11715,36.21
11716,38
11717,39.79
11718,41.58
11719,44.71
11720,48.73
11721,51.86
11722,55.88
11723,59.9
11724,63.92
11725,67.05
11726,71.97
11727,75.1
11728,78.23
11729,81.36
11730,83.15
11731,84.94
11732,0.89
11733,1.78
11734,4.02
11735,5.81
11736,6.7
11737,0.89
11738,1.78
11739,2.67
11740,3.12
11741,1.79
11742,1.79
11743,4.92
11744,1.79
11745,0.89
11746,1.78
11747,4.92
11748,1.79
11749,2.68
11750,3.13
11751,12.96
11752,22.79
11753,30.84
11754,38.89
11755,44.7
11756,1.79
11757,3.13
11758,4.92
11759,6.71
11760,0.89
11761,1.78
11762,2.67
11763,3.13
11764,0.89
11765,1.79
11766,0.89
11767,3.13
11768,0.89
11769,1.79
11770,1.79
11771,8.94
11772,18.77
11773,29.95
11774,39.78
11775,50.96
11776,63.03
11777,72.86
11778,81.8
11779,86.72
11780,89.85
11781,0.89
11782,1.79
11783,0.89
11784,3.13
11785,0.89
11786,1.79
11787,3.13
11788,7.15
11789,10.28
11790,13.41
11791,18.33
11792,3.13
11793,4.02
11794,8.04
11795,4.02
11796,4.02
11797,3.13
11798,1.79
11799,3.58
11800,4.02
11801,7.15
11802,8.94
11803,12.07
11804,16.99
11805,20.12
11806,23.25
11807,25.04
11808,29.06
11809,33.08
11810,37.1
11811,38.89
11812,40.68
11813,0.89
11814,0.89
11815,1.78
11816,2.67
11817,5.8
11818,7.59
11819,9.38
11820,13.4
11821,17.42
11822,22.34
11823,25.47
11824,29.49
11825,31.28
11826,0.89
11827,4.92
11828,8.05
11829,1.79
11830,0.89
11831,1.78
11832,1.79
11833,0.89
11834,0.89
11835,2.68
11836,4.47
11837,5.36
11838,7.15
11839,8.94
11840,10.73
11841,14.75
11842,16.54
11843,18.33
11844,21.46
11845,1.79
11846,1.79
11847,1.79
11848,0.89
11849,3.13
11850,10.28
11851,15.2
11852,21.01
11853,25.03
11854,29.95
11855,33.97
11856,37.99
11857,42.91
11858,46.93
11859,48.72
11860,0.89
11861,1.78
11862,1.79
11863,4.92
11864,8.05
11865,12.07
11866,15.2
11867,3.13
11868,0.89
11869,1.79
11870,5.81
11871,8.94
11872,12.07
11873,15.2
11874,19.22
11875,24.14
11876,29.06
11877,33.08
11878,36.21
11879,39.34
11880,42.47
11881,45.6
11882,48.73
11883,50.52
11884,51.41
11885,52.3
11886,0.89
11887,1.79
11888,0.89
11889,1.78
11890,1.79
11891,0.89
11892,2.68
11893,3.13
11894,12.07
11895,21.9
11896,30.84
11897,39.78
11898,49.61
11899,58.55
11900,66.6
11901,77.78
11902,86.72
11903,95.66
11904,105.49
11905,115.32
11906,120.24
11907,127.39
11908,133.2
11909,138.12
11910,141.25
11911,145.27
11912,150.19
11913,160.02
11914,172.09
11915,181.03
11916,190.86
11917,199.8
11918,207.85
11919,216.79
11920,224.84
11921,233.78
11922,243.61
11923,254.79
11924,260.6
11925,268.65
11926,273.57
11927,276.7
11928,281.62
11929,286.54
11930,291.46
11931,296.38
11932,300.4
11933,304.42
11934,3.13
11935,3.58
11936,4.47
11937,8.05
11938,17.88
11939,30.84
11940,46.04
11941,59.9
11942,75.1
11943,87.17
11944,100.13
11945,112.2
11946,124.27
11947,134.1
11948,143.93
11949,151.98
11950,156.9
11951,161.82
11952,164.95
11953,168.97
11954,174.78
11955,179.7
11956,0.89
11957,7.15
11958,11.17
11959,12.96
11960,4.02
11961,7.15
11962,12.07
11963,5.81
11964,13.86
11965,22.8
11966,30.85
11967,40.68
11968,4.92
11969,12.97
11970,21.02
11971,29.07
11972,38.01
11973,45.16
11974,52.31
11975,59.46
11976,65.27
11977,0.89
11978,1.78
11979,0.89
11980,0.89
11981,1.78
11982,3.13
11983,4.92
11984,10.73
11985,16.54
11986,22.35
11987,28.16
11988,32.18
11989,36.2
11990,3.13
11991,4.02
11992,1.79
11993,3.13
11994,4.92
11995,9.84
11996,17.89
11997,21.02
11998,24.15
11999,28.17
12000,31.3
12001,33.09
12002,0.89
12003,0.89
12004,1.79
12005,0.89
12006,1.78
12007,3.13
12008,4.92
12009,6.71
12010,0.89
12011,1.79
12012,3.58
12013,3.13
12014,4.02
12015,9.83
12016,15.64
12017,22.79
12018,29.94
12019,34.86
12020,40.67
12021,44.69
12022,47.82
12023,52.74
12024,56.76
12025,60.78
12026,63.91
12027,67.04
12028,0.89
12029,1.79
12030,3.58
12031,0.89
12032,1.79
12033,4.92
12034,6.71
12035,9.84
12036,12.97
12037,16.1
12038,20.12
12039,23.25
12040,25.04
12041,28.17
12042,29.96
12043,0.89
12044,1.78
12045,1.79
12046,3.58
12047,1.79
12048,3.13
12049,0.89
12050,1.79
12051,3.58
12052,5.37
12053,0.89
12054,1.78
12055,2.67
12056,1.79
12057,4.92
12058,6.71
12059,0.89
12060,3.13
12061,6.26
12062,0.89
12063,3.13
12064,4.92
12065,6.71
12066,8.5
12067,9.83
12068,16.98
12069,26.81
12070,36.64
12071,46.47
12072,56.3
12073,62.11
12074,67.03
12075,71.95
12076,76.87
12077,84.92
12078,93.86
12079,98.78
12080,104.59
12081,110.4
12082,116.21
12083,7.15
12084,11.17
12085,1.79
12086,1.79
12087,3.58
12088,4.02
12089,8.04
12090,13.85
12091,17.87
12092,25.02
12093,26.81
12094,32.62
12095,37.54
12096,41.56
12097,44.69
12098,3.13
12099,8.05
12100,11.18
12101,19.23
12102,27.28
12103,36.22
12104,46.05
12105,59.91
